Title,PID,Description
"McDonald Street West, Newton, Iowa",grinnell:14318,"Looking northwest from the square. 1913 postmark."
"McGregor's Furniture Truck in the 1949 Grinnell Day Parade",grinnell:19256,"McGregor's Furniture truck in the 1949 Grinnell Day Parade in Grinnell, Iowa. There are two people standing in the truck bed with an American flag. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.3, slide 12."
"McKee and Bliven Button Factory, Muscatine, Iowa",grinnell:15332,"McKee and Bliven Button Factory, Muscatine, Iowa"
"McKinley High School, Cedar Rapids, Iowa",grinnell:13598,"Three story brick building located at 620 Tenth Street SE, Cedar Rapids, Linn County, Iowa. Number 121934-N."
"McNally's Foods",grinnell:20344,"McNally's Foods when it was located at 1017 Main Street. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.15, slide 2."
"McNally's Interior",grinnell:11920,"McNally's interior, circa World War II. Shows displays of produce. Signs visible include: ""The home of corn-fed native beef."" ""Colonial is good bread."" ""Buy defense savings stamps here."""
"McNally's Market",grinnell:11918,"View of McNally's Market in Grinnell, Iowa, with delivery vehicles and staff. Ida and Chris McNally are standing at the door. Jimmy McNally is the second from the left. Ed McNally is the third from the right."
"McNally's Meat Market",grinnell:11924,"Early photo of McNally's Meat Market in Grinnell, Iowa."
"McNally's New Store Nears Completion",grinnell:11921,"McNally's Super Valu new store nears completion in 1955 at 1021 Main Street in Grinnell, Iowa. ""Watch for Grand Opening"" sign is visible in window."
"McNally's Store at 907 Main Street",grinnell:11923,"View of the ""old"" McNally's Super Valu store at 907 Main Street in Grinnell, Iowa, in 1955. The ""new"" store was being built at 1021 Main Street."
"McNallys' Sidewalk Superintendent's Club",grinnell:11927,"Sidewalk Superintendent's Club card. Issued during the construction of the new McNally's grocery store at 1021 Main Street, Grinnell, Iowa, in 1955."
"McNeal Hi-way Hotel-Motels, Des Moines, Iowa",grinnell:16928,"Looking northwest at the two-story motel/hotel. On verso: ""125 beautiful, modern rooms plus a handy coffee shop, cocktail lounge and 4 air-conditioned meeting rooms for 10 to 150 persons. Located in a modern shopping center with 32 stores and offices. For reservations or more information telephone 276-3411"". The building is currently used as apartments. Number 42796."
"McNeil Home, Oskaloosa, Iowa",grinnell:13515,"The mansion was constructed in 1908-09. Wilbur McNeill served in the military until a second wound persuaded him to retire from the military. Mr. McNeill and his brother purchased Mahaska coal mines and consolidated them into the Consolidated Coal Mine Co. and they sold it to the railroad in 1881 for half a million dollars. Listed on the National Register of Historic Places. Number A-53637."
"Mear's Cottage, [Grinnell College], Grinnell, Iowa",grinnell:13710,"Looking northeast. Mears Cottage was constructed in 1888, costing $14,719. Originally served as a ladies dormitory. Listed on the National Register of Historic Places. Number 925."
"Mears Cottage",grinnell:12240,"View of Mears Cottage on the Grinnell College campus in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-5, Views of Grinnell."
"Mears Cottage",grinnell:3222,"Detailed history of Mears Cottage."
"Mears Cottage, Grinnell College, Grinnell, Iowa",grinnell:14299,"Looking northeast at front entrance. Mears Cottage was the first women's dormitory on campus. Built in 1888, Mears remained a residence hall until 1979. Over the years it has hosted various campus offices. It is named for Mary Grinnell Mears, an 1881 graduate of Grinnell College and daughter of J.B. Grinnell, founder of the college. Located at 1213 6th Avenue, Grinnell, Poweshiek County, Iowa."
"Mears Cottage, Grinnell, IA -- 107 --",grinnell:5936,"Postcard view of Mears Cottage, Grinnell College, Grinnell, Iowa. Postcard from Mrs. E. B. Wiley, 1015 Broad St., Grinnell, to Miss Iona B. Fisher, Redding, Iowa. Postcard is dated June 26, 1915, and postmarked June 25, 1915. Postcard published by Iowa Calendar Co., Marshalltown. Kruxo postcard."
"Mears Cottage, [Grinnell College], Grinnell, Iowa",grinnell:14529,"Looking northeast. Mears Cottage was constructed in 1888, costing $14,719. Originally served as a ladies dormitory. Listed on the National Register of Historic Places. 1912 postmark. Number 49."
"Mears Freshmen",grinnell:12956,"Mears freshmen seated on a tree stump outside of Mears Cottage on the Grinnell College campus is Grinnell, Iowa. From Joanne M. Bunge's Grinnell College student scrapbook, 1952-1956."
"Meat Market, Linden, Iowa",grinnell:15570,"Meat Market, Linden, Iowa"
"Meat market, Amana, Iowa",grinnell:14256,"Home of the Famous Westphalian Sugar Cured Hams and Bacons Shipped to Gourmets all over the World, and will keep indefinitely without spoiling because of their unique curing process.--t.p. verso. Number 57507-B."
"Mechachal : Shewa Ber",faulconer-art:4420,
"Medical Receipt",grinnell:3351,"Receipt made out to Mrs. J. M. Turner from R.W. Wood, M.D. and L.E. Fellows, M.D., eye, ear, nose, and throat doctors in Newton, Iowa."
"Medieval Town",faulconer-art:1090,
"Medieval Warrior Fight Practice",grinnell:23513,"Actors practice medieval combat with foam swords on the grassy area near the commencement stage.Only Bucksbaum is visible behind them."
"Medieval Warrior Fight Practice",grinnell:23512,"Liz Twerg '00, Roy Huggins '99 and Chris Freeman actors practice medieval combat with foam swords on the grassy area near the commencement stage. Goodnow and Bucksbaum are behind them."
Medusa,faulconer-art:3298,
"Meet Me in Kuwait",faulconer-art:2961,
"Meeting of Joachim and Anna",faulconer-art:1072,
"Mein leib, die schenkel und der stille...",faulconer-art:6374,
"Mel Thompson '68 and Sioe Thung Thompson '68",grinnell:19466,"Alumni oral history interview with Mel Thompson '68 and Sioe Thung Thompson '68. Recorded June 1, 2012."
Melville,faulconer-art:2061,
"Member of the KNLA, August 1996",faulconer-art:4145,
"Members of the Board of Religion",grinnell:20031,"Photo from the 1957 Cyclone, page 83. Faculty and students on the Board of Religion. Standing: Phil Nelson, Mr. Baay, Jim Katcher, William Wycoff, Dick Kreiter, Brook Peterson, Marv Olsen. Seated: Sue Ward, Sue Murray, Betty Gough, Lyn Ayres, Tracy Specner, Dr. King, Don Minnick, Mr. Danforth."
"Members of the Malcom Church Serving 75th Anniversary Dinner",grinnell:5706,"Members of the Malcom Methodist Church serving dinner at the 75th anniversary celebration. Left to right: Mrs. Tindle, Mildred Taylor, Edna Sheets, Hazel Wiley."
Memoranda,faulconer-art:136,
"Memorial Coliseum, Cedar Rapids, Iowa",grinnell:13326,"""Containing city hall, Chamber of Commerce and National Guard."" - t.p. Cedar Rapids is the only City in the world whose municipal government is housed on an island. The building was erected around 1928 and is located at 50 Second Avenue Bridge, Cedar Rapids, Linn County, Iowa. 1936 postmark. Number 121925."
"Memorial Day Parade to the Cemetery",grinnell:6506,"View of color guard mounted on horses followed by a marching band and a column of automobiles coming up the hill in Hazelwood Cemetery in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-2, Grinnell Buildings."
"Memorial Park, Waterloo, Iowa",grinnell:14812,"Memorial Park, Waterloo, Iowa"
"Memorial Tower, Memorial Park Cemetery, Davenport, Iowa",grinnell:16955,"On verso: Memorial Tower in Memorial Park Cemetery is located in N. Central Davenport on 39th Street and is positioned on one of the highest points of ground in the metro area. Amid all this beauty and peace, loved ones may rest. No highways will ever be built around this park, dedicated April, 1931. The tower is located at 1022 East 39th Street, Davenport, Scott County, Iowa. Number 4C-K520."
"Memorial Union, Iowa State College, Ames, Iowa",grinnell:13769,"Looking southeast at the Iowa State University Memorial Union which was built in 1927-1928 as a memorial to those who lost their lives in World War I. Located at 2229 Lincoln Way, Ames, Story County, Iowa."
"Memorial for Students at Kent and Jackson State",grinnell:5877,"This photograph shows the memorial set up by Grinnell College students for those killed at Kent and Jackson State."
"Memory in Far L",faulconer-art:1151,
"Men Removing Mulch from Truck",grinnell:20444,"A group of four men removing mulch from a truck near United McGill in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.22, slide 5."
"Men Sitting on Car Runner",grinnell:3391,"Photograph of two men sitting on the runner of a car. The photograph is identified as ""T.T. Cranny & Francis (Tommy) Hank at Sr. Days Picnic 1933"" at Grinnell High School in Grinnell, Iowa."
"Men and Events of Forty Years",grinnell:310,"Autobiography of Josiah Bushnell Grinnell for the years from 1850-1890."
"Men at Lions Club",grinnell:19332,"A group of men at the Lion's Club Grinnell chapter. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.10, slide 6."
"Men on Horses in 1949 Grinnell Day Parade",grinnell:19261,"Eight men on horses in the 1949 Grinnell Day Parade in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.3, slide 20."
"Men's Basketball Grinnell vs Cornell 1976",grinnell:5963,"Men's basketball game Grinnell College vs Cornell College."
"Men's Dormitories News, 1916-1917",grinnell:320,"Newspaper articles regarding new dormitory construction 1916-17"
"Men's Dormitories, Grinnell College, Grinnell, Iowa F32",grinnell:12967,"Postcard view of the men's dormitories on the Grinnell College campus in Grinnell, Iowa, taken from Ward Field. Gates-Rawson Tower is visible on the left; Cowles Hall is on the right. From Joanne M. Bunge's Grinnell College student scrapbook, 1952-1956."
"Men's Dormitories, Grinnell College, Grinnell, Iowa F33",grinnell:11796,"Postcard view of the men's dormitories on the Grinnell College campus in Grinnell, Iowa. The view looks across Ward Field towards the northwest. The loggia and Gates-Rawson tower are visible on the left; Cowles Hall is visible on the right. Postcard was published by L.L. Cook Co., Milwaukee, Wisconsin. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-3, Grinnell College."
"Men's Dormitory News 1921-25",grinnell:321,"Newspaper articles detailing naming of buildings, intramural sports, and dining hall rules from 1921-25"
"Men's Dormitory, Grinnell College, Grinnell, Iowa -- 7",grinnell:6335,"Postcard view of the men's dormitories along Park Street at Grinnell College in Grinnell, Iowa. The view is from the center of campus looking to the northwest. Postcard published by E.C. Kropp Co., Milwaukee, Wis. Drake Community Library (Grinnell, Iowa) Archives. McNally photographs. Collection #1, Series #1-1."
"Men's Dormitory, Grinnell, Iowa -- 23",grinnell:11800,"Postcard view of the men's dormitories at Grinnell College in Grinnell, Iowa. The view looks across Ward Field to the northwest with the Gates-Rawson tower visible on the left and Cowles Hall visible to the right. Postcard published by E.C. Kropp Co., Milwaukee, Wisconsin. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-3, Grinnell College."
"Men's Glee Club",grinnell:23441,"Men's Glee Club poses together in Herrick Chapel."
"Men's Glee Club",grinnell:23421,"Men's Glee Club poses together in Herrick Chapel."
"Men's Glee Club Performance",grinnell:23423,"Men's Glee Club performs together."
"Men's Glee Club Performance",grinnell:23443,"Men's Glee Club performs together."
"Men's Glee Club Performance in Herrick Chapel",grinnell:23453,"The Men's Glee Club performs in Herrick Chapel."
"Men's Glee Club Poses in Front of their Tour Bus",grinnell:23424,"Men's Glee Club poses together in front of their bus with a Grinnell banner."
"Men's Glee Club Poses in Front of their Tour Bus",grinnell:23444,"Men's Glee Club poses together in front of their bus with a Grinnell banner."
"Men's Glee Club Trip",grinnell:23447,"Three Members of the Men's Glee Club await to board their bus."
"Men's Gymnasium",grinnell:3223,"Detailed history of Men's Gymnasium, later re-named Women's Gymnasium."
"Men's Gymnasium, Grinnell, Ia.",grinnell:6330,"Color postcard view of the Men's Gymnasium at Grinnell College in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. McNally photographs. Collection #1, Series #1-1."
"Men's Gymnasium, Grinnell, Ia.",grinnell:11594,"Color postcard view of the Men's Gymnasium at Grinnell College in Grinnell, Iowa. Postcard is addressed to Mr. D.D. Fleming, RR 4, Marshalltown, Iowa, and is signed Della. Card is postmarked Grinnell, Iowa, Feb. 22, with no year in postmark. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-3, Grinnell College."
"Men's Gymnasium, Grinnell, Ia. --25--",grinnell:11804,"Postcard view of the Men's Gymnasium on the Grinnell College campus in Grinnell, Iowa. Kruxo postcard. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-3, Grinnell College."
"Men's Halls",grinnell:1030,"A booklet illustrating the Men's Halls at Grinnell College including descriptions of rooms and floorplans with costs as well as describing life at Grinnell College. Probably 1922."
"Men's Infirmary, Iowa State Hospital, Mount Pleasant, Iowa",grinnell:15372,"Men's Infirmary, Iowa State Hospital, Mount Pleasant, Iowa"
"Men's Loggia",grinnell:314,"Men's Loggia"
"Men's Mile Relay Team",grinnell:5903,"Men's mile relay team: Ron Schachel, Jeri Langham, John TePaske, and Bruce Beckord."
"Men's Swimming Pioneer Relays",grinnell:5868,"Men's swimming Pioneer relays in the Physical Education Complex."
"Men's dorm[itory, Grinnell College], Grinnell, Iowa",grinnell:13706,"Looking northeast with delivery truck parked in front. Number 9507."
"Men's dormitories, Grinnell College, Grinnell, Iowa",grinnell:13517,"Looking northwest. 1943 postmark. Number F-33."
"Men's dormitories, Grinnell College, Grinnell, Iowa",grinnell:13680,"Looking northwest. Building from left to right: Gates Hall, Clark Hall, Dibble Hall, Cowles Hall. 1943 postmark. Number F32."
"Men's dormitories, Grinnell College, Grinnell, Iowa",grinnell:13516,"Looking northeast. 1945 is handwritten in correspondence. Number F-32."
"Men's dormitories, Grinnell College, Grinnell, Iowa",grinnell:14384,"Looking west from central campus. Buildings from left to right: Smith Hall, Langan Hall, Rawson Hall, Gates Hall, Clark Hall, Dibble Hall."
"Men's dormitories, Grinnell College, Grinnell, Iowa",grinnell:14379,"Looking northeast from Park Street. Gates Hall is the taller building in the center. Number 22416N. Series 14."
"Men's dormitories, Grinnell College, Grinnell, Iowa",grinnell:13524,"Looking northeast from Park Street. Number 22416. Series 14."
"Men's dormitory, Grinnell College, Grinnell, Iowa",grinnell:13709,"Looking northeast where construction of Gates Hall is being completed. Number 794."
"Men's dormitory, Grinnell College, Grinnell, Iowa",grinnell:13518,"Looking southwest. Number B-148."
"Men's dormitory, Grinnell College, Grinnell, Iowa",grinnell:13519,"Looking northwest from central campus. Number 21450N. Series 7."
"Men's dormitory, Grinnell College, Grinnell, Iowa",grinnell:13521,"Looking northwest from central campus. Number 21450. Series 7."
"Men's dormitory, Grinnell College, Grinnell, Iowa",grinnell:13522,"Looking east from Park Street. Number B-149."
"Men's dormitory, Grinnell College, Grinnell, Iowa",grinnell:13534,"Looking northwest from central campus. Buildings from left to right: Rawson Hall, Gates Hall, Clark Hall, Dibble Hall, Cowles Hall. Number 13890. Series 23."
"Men's dormitory, [Grinnell College], Grinnell, Iowa",grinnell:13523,"Looking east from Ninth Avenue. 1927 postmark. Number 834."
"Men's dormitory, [Grinnell College], Grinnell, Iowa",grinnell:13707,"Looking southeast. Number 4508."
"Men's dormitory, [Grinnell College], Grinnell, Iowa",grinnell:13363,"Looking southeast from Park Street. Number 831."
"Men's dormitory, [Grinnell College], Grinnell, Iowa",grinnell:13520,"Looking northwest from central campus. Number 13890. Series 23."
"Men's gymnasium, Grinnell College, Grinnell, Iowa",grinnell:14550,"Looking northwest. Constructied in 1899 at $20,180 and razed in 1972. 1910 postmark. Number 935."
"Men's gymnasium, Grinnell College, Grinnell, Iowa",grinnell:14533,"Looking southwest. The men's gymnasium was constructed in 1899 and razed in 1972, costing $20,180. 1913 postmark. Title supplied by cataloger."
"Men's gymnasium, Iowa College, [Grinnell, Iowa]",grinnell:13826,"Looking northwest. The men's gymnasium was constructed in 1899 and razed in 1972, costing $20,180."
"Men's gymnasium, [Grinnell College], Grinnell, Iowa",grinnell:14532,"Looking north. The men's gymnasium was constructed in 1899 and razed in 1972, costing $20,180. It served as men"
"Men's gymnasium, [Grinnell College], Grinnell, Iowa",grinnell:14534,"Looking north. The men's gymnasium was constructed in 1899 and razed in 1972, costing $20,180. It served as menIt served as men"
"Men's gymnasium, [Iowa College], Grinnell, Iowa",grinnell:13827,"Looking northwest. The mens gymnasium was constructed in 1899 and razed in 1972, costing $20,180."
"Men's hall, from the southeast, Grinnell College, Grinnell, Iowa",grinnell:13324,"Looking northeast."
"Men's residence halls, Grinnell College, Grinnell, Iowa",grinnell:13325,"Looking northwest from central campus. ""The men's residence halls were modeled on the Oxford System. These nine buildings are connected by an open cloister [or loggia].""--photo verso. Number C13313."
"Mendes France and Ave Adkins",grinnell:5880,"Photo of Mendes France and Ave Adkins."
"Menono Street, Galva, Iowa",grinnell:15897,"Menono Street, Galva, Iowa"
"Mens Dorm, Grinnell, 794",grinnell:6332,"Postcard view of the Grinnell College Men's Dormitory Quadrangle along Park Street in Grinnell, Iowa, under construction in 1917. Drake Community Library (Grinnell, Iowa) Archives. McNally photographs. Collection #1, Series #1-1."
"Mens Dormitory, Grinnell, 834",grinnell:6331,"Postcard view of Gates-Rawson tower at the intersection of Park Street and 7th Avenue on the Grinnell College campus in Grinnell, Iowa. Postcard published by the L.L. Cook Company, Lake Mills, Wisconsin. Drake Community Library (Grinnell, Iowa) Archives. McNally photographs. Collection #1, Series #1-1."
"Mens dormitory, Grinnell College, Grinnell, Iowa",grinnell:13708,"Looking southwest. Buildings from foreground to background: Dibble Hall, Clark Hall, Gates Hall, Rawson Hall, Langan Hall, Smith Hall. 1941 postmark. Number B-148."
"Mens dormitory, Grinnell College, Grinnell, Iowa",grinnell:13845,"Looking northeast. Gates Hall bears the name of Grinnell's second president, George Augustus Gates, who led the College from 1887 through 1900. Number B-149."
Menschenpaar,faulconer-art:3670,
"Merchant's National Bank, Grinnell, Iowa",grinnell:13394,"Looking north inside the bank with phone booth and vault in rear. 1915 postmark. Built in 1914 by Louis H. Sullivan, ""father of the American skyscraper"", the Merchant's National Bank was one of a number of ""jewel box"" banks built in small midwestern communities."
"Merchant's National Bank, Grinnell, Iowa",grinnell:13393,"Looking south inside the bank with teller cages and view of stained glass windows. 1918 postmark. Built in 1914 by Louis H. Sullivan, ""father of the American skyscraper"", the Merchant's National Bank was one of a number of ""jewel box"" banks built in small midwestern communities."
"Merchant's National Bank, Grinnell, Iowa",grinnell:13392,"Looking north. Built in 1914 by Louis H. Sullivan, ""father of the American skyscraper"", the Merchant's National Bank was one of a number of ""jewel box"" banks built in small midwestern communities."
"Merchant's National Bank, Grinnell, Iowa",grinnell:13395,"Looking northwest. Built in 1914 by Louis H. Sullivan, ""father of the American skyscraper"", the Merchant's National Bank was one of a number of ""jewel box"" banks built in small midwestern communities. Number 46770."
"Merchants Hotel, Maynard, Iowa",grinnell:16546,"Merchants Hotel, Maynard, Iowa"
"Merchants National Bank",grinnell:6521,"Image of Merchants National Bank on the northwest corner of Commerical Avenue and Broad Street in Grinnell, Iowa, about 1907. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-2, Grinnell Buildings."
"Merchants National Bank Parade Float",grinnell:12442,"Postcard view of an early automobile decorated as a parade float for Merchants' National Bank in Grinnell, Iowa. A flag bunting covers the hood of the car. Several men and women with umbrellas sit in the car. Azo stamp box on verso. Photograph by Child. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-5, Views of Grinnell."
"Mercy Hospital, Des Moines, Iowa",grinnell:16142,"Looking at Mercy Hospital founded by the Sisters of Mercy in 1893. This building was located on the northwest corner of 4th and Ascension. In 1907, it could accommodate 125 patients and today Mercy has 802 beds and more than 6,600 employees. It is the longest continually operating hospital in Des Moines. 1907 postmark."
"Mercy Hospital, Des Moines, Iowa",grinnell:16141,"Looking at Mercy Hospital founded by the Sisters of Mercy in 1893. This building was located on the northwest corner of 4th and Ascension. In 1907, it could accommodate 125 patients and today Mercy has 802 beds and more than 6,600 employees. It is the longest continually operating hospital in Des Moines. 1913 postmark."
"Mercy Hospital, Waverly, Iowa",grinnell:14793,"Mercy Hospital, Waverly, Iowa"
"Mercy Hospital, Webster City, Iowa",grinnell:14779,"Mercy Hospital, Webster City, Iowa"
"Mere mettant les bas a sa fillette",faulconer-art:120,
"Merger of Iowa College and Grinnell Literary Fund of Grinnell University",grinnell:78,"Details the merging of property between the Grinnell Literary Fund and Iowa College"
"Merrill Park Sign",grinnell:20346,"Sign at the entrance to Merrill Park at Broad Street and 11th Avenue in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.15, slide 5."
"Merry Christmas from Poweshiek County National Bank",grinnell:20227,"A Christmas greeting from the staff of Poweshiek County National Bank in Grinnell, Iowa, with pictures of the staff and a list of their names."
"Meskwaki Float in 1949 Grinnell Day Parade",grinnell:19307,"A Meskwaki float in the 1949 Grinnell Day Parade in Grinnell, Iowa. The people on the float are wearing traditional clothing and there is a tipi on the truck with them. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.7, slide 4."
"Mesquakie Wickiup, Tama County, Toledo, Iowa",grinnell:14907,"Mesquakie Wickiup, Tama County, Toledo, Iowa"
"Mesquakie Wickiup, Tama, Iowa",grinnell:15315,"Mesquakie Wickiup, Tama, Iowa"
"Mess Hall O.T.S. Grinnell, Iowa, HI",grinnell:313,"Dining Hall in 1943"
"Mess hall O.T.S., [Grinnell College], Grinnell, Iowa",grinnell:13357,"Looking east. Made possible by a gift from the Cowles Foundation in 1941, Cowles Hall was built in 1942 to accommodate the Officers' Candidate School. It was not available for civilian use until 1945."
"Message of Martin Benka",faulconer-art:3297,
"Mestizas Sentadas",faulconer-art:3869,
"Mesto dueli A. S. Pushkina",faulconer-art:382,
"Metadata for Digital Scholarship: New Roles for Technical Services Librarians",grinnell:21181,"Along with the rise of digital scholarship librarians have taken on new roles in working with faculty, students, and staff in a variety of ways including consulting on metadata. Grinnell College librarians utilize a variety of tools including Google forms to sheets."
"Metamorphosis - Drawing I",faulconer-art:3295,
"Metamorphosis IV",faulconer-art:16,
"Metamorphosis V - Hercules",faulconer-art:3289,
"Metamorphosis VI - Helen Growing Old",faulconer-art:3291,
"Metamorphosis VII - Odysseus and Polyphemus",faulconer-art:3292,
"Methodist Church, Ames, Iowa",grinnell:13469,"Looking northeast. The church was completed in 1908. 1909 postmark. Located at 516 Kellogg Avenue, Ames, Story County, Iowa"
"Methodist Church, Cantril, Iowa",grinnell:14151,"One story wooden building with bell tower in front."
"Methodist Church, Cherokee, Iowa",grinnell:13561,"Looking southeast at a two-story brick building built and dedicated on February 21, 1915. By congregational vote, the name of the church was changed from “First Methodist Church” to “St. Paul’s Methodist Church” in 1947. The church is located at 531 W. Main Street, Cherokee, Cherokee County, Iowa. Number 24162-5."
"Methodist Church, Clarence, Iowa",grinnell:14078,"Looking northwest at a one story brick building with corner bell tower located at 316 Seventh Avenue, Clarence, Cedar County, Iowa. Number 8816."
"Methodist Church, Grinnell, Iowa",grinnell:13576,"Looking southwest on corner of Fifth Avenue and Park Street. The Methodist Church was begun in 1895 and completed and dedicated in 1896. Richardsonian Romanesque in architectural styling. 1908 postmark. Number 156902."
"Methodist Church, Grinnell, Iowa",grinnell:13578,"Looking southwest. The Methodist Church was begun in 1895 and completed and dedicated in 1896. Richardsonian Romanesque in architectural styling. 1950 postmark. Number 9624."
"Methodist Church, Grinnell, Iowa",grinnell:13281,"Looking southwest. The Methodist Church was begun in 1895 and completed and dedicated in 1896. Richardsonian Romanesque in architectural styling. 1953 postmark. Number L-160."
"Methodist Church, Harlan, Iowa",grinnell:15807,"Methodist Church, Harlan, Iowa"
"Methodist Church, Kellerton, Iowa",grinnell:15704,"Methodist Church, Kellerton, Iowa"
"Methodist Church, Kingsley, Iowa",grinnell:15642,"Methodist Church, Kingsley, Iowa"
"Methodist Church, Knoxville, Iowa",grinnell:15637,"Methodist Church, Knoxville, Iowa"
"Methodist Church, Laurens, Iowa",grinnell:15593,"Methodist Church, Laurens, Iowa"
"Methodist Church, Leon, Iowa",grinnell:15576,"Methodist Church, Leon, Iowa"
"Methodist Church, Montezuma, Iowa",grinnell:18253,"This church was erected in 1939 at an estimated cost of $45,000 after the previous church (built in 1905) burned down. Number N-332."
"Methodist Church, Oskaloosa, Iowa",grinnell:15219,"Methodist Church, Oskaloosa, Iowa"
"Methodist Church, Pocahontas, Iowa",grinnell:15150,"Methodist Church, Pocahontas, Iowa"
"Methodist Church, Riceville, Iowa",grinnell:15117,"Methodist Church, Riceville, Iowa"
"Methodist Church, Riceville, Iowa",grinnell:14631,"Methodist Church, Riceville, Iowa"
"Methodist Church, Rolfe, Iowa",grinnell:16381,"Methodist Church, Rolfe, Iowa"
"Methodist Episcopal Church & Street, Le Claire, Iowa",grinnell:15589,"Methodist Episcopal Church & Street, Le Claire, Iowa"
"Methodist Episcopal Church Interior, Tingley, Iowa",grinnell:14896,"Methodist Episcopal Church Interior, Tingley, Iowa"
"Methodist Episcopal Church and Parsonage, Montezuma, Iowa",grinnell:13728,"Front entrance to a two story brick church with bell tower. 1909 postmark. Number 12235. Series PCK."
"Methodist Episcopal Church and Parsonage, Whiting, Iowa",grinnell:14736,"Methodist Episcopal Church and Parsonage, Whiting, Iowa"
"Methodist Episcopal Church in Grinnell, Iowa",grinnell:19315,"The Methodist Episcopal Church at Park Street and 5th Avenue in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.8, slide 2."
"Methodist Episcopal Church, Charles City, Iowa",grinnell:14099,"Looking at the entrance to a one story stone building with bell tower on front corner built in 1875 at a cost of $14,855. Number R-69791."
"Methodist Episcopal Church, Conrad, Iowa",grinnell:16257,"Looking northeast at a two-story wooden church built in 1901 and the Conrad High School in the background built in 1897. The church is located at 206 East Maple Avenue, Conrad, Grundy County, Iowa. Title supplied by cataloger."
"Methodist Episcopal Church, Dows, Iowa",grinnell:16061,"Methodist Episcopal Church, Dows, Iowa"
"Methodist Episcopal Church, Farragut, Iowa",grinnell:15967,"Methodist Episcopal Church, Farragut, Iowa"
"Methodist Episcopal Church, Germania, Iowa",grinnell:15890,"Methodist Episcopal Church, Germania, Iowa"
"Methodist Episcopal Church, Glidden, Iowa",grinnell:15871,"The church was built in 1903 and was valued at $27,500. 1909 postmark. Number 1064."
"Methodist Episcopal Church, Grinnell, Iowa",grinnell:13579,"Looking southwest on corner of Fifth Avenue and Park Street. The Methodist Church was begun in 1895 and completed and dedicated in 1896. Richardsonian Romanesque in architectural styling. 1909 postmark. Number 928."
"Methodist Episcopal Church, Grinnell, Iowa",grinnell:13580,"Looking southwest on corner of Fifth Avenue and Park Street. The Methodist Church was begun in 1895 and completed and dedicated in 1896. Richardsonian Romanesque in architectural styling. Number 928."
"Methodist Episcopal Church, Grinnell, Iowa -- 928",grinnell:6518,"Postcard view of the Methodist Episcopal Church at the corner of 5th Avenue and Park Street in Grinnell, Iowa. Card is addressed to Mrs. S.E. Heacock, 1127 Hamlin St., Grinnell, and postmarked August 6, 1909 in Grinnell. The card is signed Wm. and Mary D. McDowell. Postcard published by C.U. Williams Photoette, Bloomington, Illinois. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-2, Grinnell Buildings."
"Methodist Episcopal Church, Griswold, Iowa",grinnell:16714,"Methodist Episcopal Church, Griswold, Iowa"
"Methodist Episcopal Church, Hawkeye, Iowa",grinnell:14607,"Methodist Episcopal Church, Hawkeye, Iowa"
"Methodist Episcopal Church, Hubbard, Iowa",grinnell:16253,"Methodist Episcopal Church, Hubbard, Iowa"
"Methodist Episcopal Church, Indianola, Iowa",grinnell:16665,"Methodist Episcopal Church, Indianola, Iowa"
"Methodist Episcopal Church, Ira, Iowa",grinnell:13732,"One-story wooden building with bell tower. 1908 postmark. Number 63."
"Methodist Episcopal Church, Libertyville, Iowa",grinnell:16252,"Methodist Episcopal Church, Libertyville, Iowa"
"Methodist Episcopal Church, Lime Springs, Iowa",grinnell:16579,"Methodist Episcopal Church, Lime Springs, Iowa"
"Methodist Episcopal Church, Lineville, Iowa",grinnell:15569,"Methodist Episcopal Church, Lineville, Iowa"
"Methodist Episcopal Church, Logan, Iowa",grinnell:15511,"Methodist Episcopal Church, Logan, Iowa"
"Methodist Episcopal Church, Lu Verne, Iowa",grinnell:15499,"Methodist Episcopal Church, Lu Verne, Iowa"
